MOVIE_ID,PROVIDER,TITLE,PUBLISH TIME,DB ENTRY TIME,URL 
118,Boollywood,Rakul Preet Singh is a happy soul as she basks in the sun in Switzerland,Wed Jun 26 2019 13:56:09 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/rakul-preet-singh-happy-soul-basks-sun-switzerland/
119,Boollywood,Phars Film and Yash Raj Films collaborate for the international release of Prabhas starrer Saaho,Wed Jun 26 2019 13:11:31 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/phars-film-yash-raj-films-collaborate-international-release-prabhas-starrer-saaho/
120,Boollywood,Anurag Basu’s Rajkummar Rao Fatima Sana Shaikh and Abhishek Bachchan starrer is NOT a Life In A Metro sequel here’s why,Wed Jun 26 2019 12:39:26 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/anurag-basus-rajkummar-rao-fatima-sana-shaikh-and-abhishek-bachchan-starrer-is-not-a-life-in-a-metro-sequel-heres-why/
121,Boollywood,’83: Deepika Padukone to shoot for the climax with hubby Ranveer Singh at Lords post World Cup,Wed Jun 26 2019 12:28:17 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/83-deepika-padukone-shoot-climax-hubby-ranveer-singh-lords-post-world-cup/
122,Boollywood,Brock Lesner’s advocate Paul Heyman says he was not threatening Ranveer Singh,Wed Jun 26 2019 09:03:41 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/brock-lesners-advocate-paul-heyman-says-not-threatening-ranveer-singh/
123,Boollywood,Sidharth Malhotra to shake a leg on this Bhojpuri song recreated for Jabariya Jodi,Wed Jun 26 2019 08:14:57 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/sidharth-malhotra-shake-leg-bhojpuri-song-recreated-jabariya-jodi/
124,Boollywood,Street Dancer 3D: Shraddha Kapoor tags her choreographer along on the sets of Saaho,Wed Jun 26 2019 08:05:11 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/street-dancer-3d-shraddha-kapoor-tags-choreographer-along-sets-saaho/
125,Boollywood,Kangana Ranaut summoned along with Rangoli Chandel with regard to defamation suit filed by Aditya Pancholi,Wed Jun 26 2019 07:31:45 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/kangana-ranaut-summoned-along-rangoli-chandel-regard-defamation-suit-filed-aditya-pancholi/
126,Boollywood,Shahid Kapoor starrer Kabir Singh lands in trouble after doctor files an official complaint,Wed Jun 26 2019 07:14:17 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/shahid-kapoor-starrer-kabir-singh-lands-trouble-doctor-files-official-complaint/
127,Boollywood,“Our film is NOT called FIGHTER or anything else at the moment” says Tiger Shroff about his film with Hrithik Roshan,Wed Jun 26 2019 07:13:32 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/film-not-called-fighter-anything-else-moment-says-tiger-shroff-film-hrithik-roshan/
128,Boollywood,Sunaina and Roshans situation gets stickier,Wed Jun 26 2019 06:55:28 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/sunaina-roshans-situation-gets-stickier/
129,Boollywood,Shahid Kapoor says he is UNFAZED with criticism here’s why  Watch EXCLUSIVE video,Wed Jun 26 2019 06:02:59 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/kabir-singh-controversy-shahid-kapoor-unfazed-criticism-heres-watch-exclusive-video/
130,Boollywood,Alia Bhatt to share her PERSONAL   PROFESSIONAL life live on the Internet  details inside,Wed Jun 26 2019 05:40:00 GMT+0200 (Central European Summer Time),Mon Jul 01 2019 08:36:48 GMT+0200 (Central European Summer Time), https://www.bollywoodhungama.com/news/bollywood/alia-bhatt-share-personal-professional-life-live-internet-details-inside/
131,Metacritic,Annabelle Comes Home,Wed Jun 26 2019 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 30 2019 14:47:47 GMT+0200 (Central European Summer Time), https://www.metacritic.com/movie/annabelle-comes-home 
132,Metacritic,The Chambermaid,Wed Jun 26 2019 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 30 2019 14:47:47 GMT+0200 (Central European Summer Time), https://www.metacritic.com/movie/the-chambermaid 
133,Metacritic,The Quiet One,Fri Jun 21 2019 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 30 2019 16:24:44 GMT+0200 (Central European Summer Time), https://www.metacritic.com/movie/the-quiet-one 
